,Week,Origin State,Origin District,Destination District,Population,theta_S(t),theta_C(t),theta_I(t),theta_A(t),theta_R(t),theta_D(t),D_k^Tr(t),D_k^Ro(t),D_k^To(t)
1818,29,TELANGANA,HYDERABAD,CUTTACK,3597816,0,0,0,0,0,0,0,4.725088776,4725088.776
1819,29,WEST BENGAL,HOWRAH,CUTTACK,4842000,993370.9211,6629.078893,1325.815779,5303.263114,4388.682363,199.5043371,0,2.891367204,2891367.204
1820,29,WEST BENGAL,KOLKATA,CUTTACK,4631392,982492.9524,17507.04756,3501.409511,14005.63805,9798.997796,814.6578826,0,8.852630052,8852630.052
1821,29,WEST BENGAL,OTHER,CUTTACK,59309688,998648.0286,1351.971368,270.3942735,1081.577094,870.3637085,15.95017664,0,0.927335851,927335.8511
1822,29,WEST BENGAL,MEDINIPUR EAST,CUTTACK,5095875,999044.9138,955.0862217,191.0172443,764.0689774,574.5823828,11.77422916,0,8.830671867,8830671.867
1823,29,WEST BENGAL,MEDINIPUR WEST,CUTTACK,5913457,999273.1832,726.816818,145.3633636,581.4534544,488.3776106,11.49919582,0,6.933338655,6933338.655
1824,29,WEST BENGAL,MURSHIDABAD,CUTTACK,7103807,999580.9289,419.0710699,83.81421398,335.2568559,285.3399593,4.926935656,0,1.970774262,1970774.262
1825,29,ANDHRA PRADESH,SRIKAKULAM,CUTTACK,2703114,995426.386,4573.613987,914.7227975,3658.89119,1556.723098,42.54352573,0,2.219662212,2219662.212
1826,29,ANDHRA PRADESH,KRISHNA,CUTTACK,4517398,995370.1224,4629.877642,925.9755284,3703.902114,3138.311037,136.5830507,0,0.221366371,221366.3706
1827,29,TAMIL NADU,THIRUVALLUR,CUTTACK,3728104,984967.4258,15032.5742,3006.51484,12026.05936,8949.052923,267.4281619,0,0.26823286,268232.8605
1828,29,TELANGANA,RANGA REDDY,CUTTACK,2446265,0,0,0,0,0,0,0,1.226359368,1226359.368
1829,29,WEST BENGAL,24 PARAGANAS NORTH,CUTTACK,10009781,995001.8887,4998.111347,999.6222695,3998.489078,2579.177307,134.668281,0,0.89912057,899120.5702
1830,29,TAMIL NADU,CHENNAI,CUTTACK,4328063,867109.6054,132890.3946,26578.07892,106312.3157,105747.5365,2178.110624,0,0.231050241,231050.2412
1831,29,ANDHRA PRADESH,CHITTOOR,CUTTACK,4174064,993892.0438,6107.956179,1221.591236,4886.364943,2211.753342,61.57068986,0,0.479149337,479149.3374
1832,29,TELANGANA,MEDCHAL MALKAJGIRI,CUTTACK,2440073,0,0,0,0,0,0,0,1.639295218,1639295.218
1833,30,ANDHRA PRADESH,VISAKHAPATANAM,CUTTACK,1063178,0,0,0,0,0,0,0,6.584033906,6584033.906
1834,30,OTHER,OTHER,CUTTACK,732071000,995789.6953,4210.304738,842.0609476,3368.243791,2994.097567,77.65093823,0,0.009561914,9561.914077
1835,30,MAHARASHTRA,THANE,CUTTACK,1261517,547451.2036,452548.7964,90509.75928,362039.0371,236398.7168,12205.14666,0,2.378089237,2378089.237
1836,30,WEST BENGAL,24 PARAGANAS NORTH,CUTTACK,10009781,992469.6654,7530.33458,1506.066916,6024.267664,4210.182021,174.928902,0,0.699315999,699315.999
1837,30,WEST BENGAL,KOLKATA,CUTTACK,4631392,975672.9726,24327.02738,4865.405476,19461.62191,14523.27939,966.8799359,0,7.988958827,7988958.827
1838,30,WEST BENGAL,MEDINIPUR WEST,CUTTACK,5913457,998961.8594,1038.140634,207.6281268,830.5125073,676.5923892,14.88131223,0,3.889433879,3889433.879
1839,30,WEST BENGAL,OTHER,CUTTACK,59309688,998082.2863,1917.713679,383.5427359,1534.170944,1244.771343,20.85662632,0,0.118024563,118024.5629
1840,30,ANDHRA PRADESH,SRIKAKULAM,CUTTACK,2703114,990601.9502,9398.049805,1879.609961,7518.439844,4317.612946,116.9022098,0,5.919099231,5919099.231
1841,30,WEST BENGAL,MEDINIPUR EAST,CUTTACK,5095875,998473.4712,1526.52881,305.305762,1221.223048,864.4246572,14.71778644,0,2.354845831,2354845.831
1842,30,TELANGANA,OTHER,CUTTACK,26240025,986484.5022,13515.49779,2703.099559,10812.39824,10316.26304,118.7879966,0,0.152438879,152438.8792
1843,30,TAMIL NADU,KANCHIPURAM,CUTTACK,155029,725973.8501,274026.1499,54805.22999,219220.92,159337.9303,3567.074547,0,6.450406053,6450406.053
1844,30,ANDHRA PRADESH,OTHER,CUTTACK,34078373,991489.2064,8510.793634,1702.158727,6808.634908,4329.960236,95.19233797,0,0.058688248,58688.24782
1845,30,TELANGANA,SANGAREDDY,CUTTACK,1527628,0,0,0,0,0,0,0,0.65460963,654609.6301
1846,30,KARNATAKA,BENGALURU URBAN,CUTTACK,9621551,971440.7791,28559.22086,5711.844171,22847.37669,6680.939487,573.9199428,0,0.935400124,935400.1242
1847,30,TAMIL NADU,ERODE,CUTTACK,147270,973884.7016,26115.29843,5223.059686,20892.23875,18754.6683,380.2539553,0,6.790249202,6790249.202
1848,30,TELANGANA,HYDERABAD,CUTTACK,3597816,0,0,0,0,0,0,0,1.111785594,1111785.594
1849,31,ANDHRA PRADESH,KRISHNA,CUTTACK,4517398,989791.0257,10208.97428,2041.794856,8167.179425,7017.978048,247.7089687,0,0.221366371,221366.3706
1850,31,TELANGANA,OTHER,CUTTACK,26240025,983747.6146,16252.38543,3250.477086,13001.90834,11921.40632,134.7940789,0,0.03810972,38109.71979
1851,31,WEST BENGAL,KOLKATA,CUTTACK,4631392,968362.4275,31637.57246,6327.514492,25310.05797,20862.19435,1123.204428,0,3.238767092,3238767.092
1852,31,WEST BENGAL,OTHER,CUTTACK,59309688,997467.0243,2532.975726,506.5951451,2026.380581,1797.497232,27.75263293,0,0.219188474,219188.4739
1853,31,ANDHRA PRADESH,OTHER,CUTTACK,34078373,984477.5453,15522.45467,3104.490933,12417.96373,7095.262441,138.1814795,0,0.029344124,29344.12391
1854,31,TAMIL NADU,OTHER,CUTTACK,65979190,988045.1245,11954.87547,2390.975094,9563.900375,8086.68612,142.2569753,0,0.060625176,60625.17591
1855,31,WEST BENGAL,MEDINIPUR WEST,CUTTACK,5913457,998658.1453,1341.854688,268.3709377,1073.483751,986.394253,17.41789955,0,4.565857163,4565857.163
1856,31,ANDHRA PRADESH,EAST GODAVARI,CUTTACK,5154296,974478.5709,25521.42911,5104.285823,20417.14329,10771.2091,210.1159887,0,0.970064583,970064.583
1857,31,ANDHRA PRADESH,SRIKAKULAM,CUTTACK,2703114,984224.8607,15775.13934,3155.027868,12620.11147,8655.202851,177.2030332,0,2.219662212,2219662.212
1858,31,ANDHRA PRADESH,VISAKHAPATANAM,CUTTACK,1063178,0,0,0,0,0,0,0,6.584033906,6584033.906
1859,31,MAHARASHTRA,PUNE,CUTTACK,2935744,794373.0789,205626.9211,41125.38423,164501.5369,86429.87944,4835.571494,0,1.362516623,1362516.623
1860,31,WEST BENGAL,MEDINIPUR EAST,CUTTACK,5095875,997984.0557,2015.944269,403.1888537,1612.755415,1442.539309,18.25005519,0,3.139794442,3139794.442
1861,31,OTHER,OTHER,CUTTACK,732071000,994717.0425,5282.957527,1056.591505,4226.366022,3746.688504,88.48048891,0,0.020489816,20489.81588
1862,31,KARNATAKA,BENGALURU URBAN,CUTTACK,9621551,961274.4349,38725.56514,7745.113028,30980.45211,11537.1212,730.859297,0,1.247200166,1247200.166
1863,31,MAHARASHTRA,OTHER,CUTTACK,102131474,994606.6479,5393.352102,1078.67042,4314.681682,2945.566026,183.0092063,0,0.048956505,48956.50483
1864,31,WEST BENGAL,24 PARAGANAS NORTH,CUTTACK,10009781,989823.6535,10176.34652,2035.269303,8141.077212,6562.880846,229.7752568,0,0.999022856,999022.8557
1865,31,MAHARASHTRA,MUMBAI,CUTTACK,12691836,937573.6497,62426.35029,12485.27006,49941.08023,47385.42162,3471.838117,0,0.078790807,78790.80694
1866,31,WEST BENGAL,HOWRAH,CUTTACK,4842000,989066.9145,10933.0855,2186.6171,8746.468401,7844.898802,281.9083024,0,0.413052458,413052.4577
1867,31,KARNATAKA,BENGALURU RURAL,CUTTACK,990923,985146.1718,14853.8282,2970.76564,11883.06256,2517.854566,70.64121027,0,3.02748044,3027480.44
1868,31,TELANGANA,HYDERABAD,CUTTACK,3597816,0,0,0,0,0,0,0,1.667678392,1667678.392
1869,31,TELANGANA,RANGA REDDY,CUTTACK,2446265,0,0,0,0,0,0,0,0.408786456,408786.4561
1870,32,ANDHRA PRADESH,VISAKHAPATANAM,CUTTACK,1063178,0,0,0,0,0,0,0,14.10864408,14108644.08
1871,32,TELANGANA,HYDERABAD,CUTTACK,3597816,0,0,0,0,0,0,0,1.389731993,1389731.993
1872,32,WEST BENGAL,24 PARAGANAS NORTH,CUTTACK,10009781,986914.4989,13085.50107,2617.100214,10468.40086,8962.134137,302.0046093,0,1.998045711,1998045.711
1873,32,WEST BENGAL,OTHER,CUTTACK,59309688,996636.6035,3363.39655,672.67931,2690.71724,2373.693148,35.60969668,0,0.82617194,826171.9401
1874,32,WEST BENGAL,HOWRAH,CUTTACK,4842000,986836.6378,13163.36225,2632.672449,10530.6898,9817.017761,336.637753,0,1.239157373,1239157.373
1875,32,WEST BENGAL,KOLKATA,CUTTACK,4631392,960898.7967,39101.20327,7820.240653,31280.96261,27365.42275,1335.235713,0,6.69345199,6693451.99
1876,32,WEST BENGAL,MEDINIPUR EAST,CUTTACK,5095875,997108.838,2891.161969,578.2323938,2312.929575,1879.559448,22.56727255,0,8.438197562,8438197.562
1877,32,WEST BENGAL,MEDINIPUR WEST,CUTTACK,5913457,998365.254,1634.74597,326.949194,1307.796776,1272.352196,20.46180432,0,13.52846567,13528465.67
1878,32,ANDHRA PRADESH,SRIKAKULAM,CUTTACK,2703114,975309.2174,24690.78256,4938.156511,19752.62605,13863.64023,268.9490713,0,5.179211828,5179211.828
1879,32,KARNATAKA,BENGALURU RURAL,CUTTACK,990923,981345.6747,18654.32531,3730.865062,14923.46025,5439.37319,70.64121027,0,5.045800733,5045800.733
1880,32,MAHARASHTRA,PUNE,CUTTACK,2935744,750878.8232,249121.1768,49824.23536,199296.9414,146596.2291,5955.900787,0,2.38440409,2384404.09
1881,32,ANDHRA PRADESH,GUNTUR,CUTTACK,530577,744687.3875,255312.6125,51062.5225,204250.09,156672.8298,2472.779634,0,11.30844345,11308443.45
1882,32,ANDHRA PRADESH,OTHER,CUTTACK,34078373,975990.4618,24009.53825,4801.90765,19207.6306,13688.12414,191.9399145,0,0.117376496,117376.4956
1883,32,MAHARASHTRA,OTHER,CUTTACK,102131474,992756.3466,7243.653411,1448.730682,5794.922729,4003.653174,229.4395555,0,0.009791301,9791.300966
1884,32,KARNATAKA,BENGALURU URBAN,CUTTACK,9621551,950909.0582,49090.94178,9818.188357,39272.75343,23681.83674,856.0989803,0,1.662933554,1662933.554
1885,32,TAMIL NADU,ERODE,CUTTACK,147270,957194.269,42805.73097,8561.146194,34244.58478,30148.70646,611.1224282,0,6.790249202,6790249.202
1886,32,OTHER,OTHER,CUTTACK,732071000,993445.7792,6554.220834,1310.844167,5243.376667,4638.278254,101.1117774,0,0.009561914,9561.914077
1887,32,WEST BENGAL,MURSHIDABAD,CUTTACK,7103807,998886.5125,1113.487458,222.6974916,890.7899666,721.1626104,13.65465025,0,1.266926311,1266926.311
1888,33,ANDHRA PRADESH,SRIKAKULAM,CUTTACK,2703114,966594.0837,33405.91629,6681.183258,26724.73303,20691.32119,384.74145,0,6.658986635,6658986.635
1889,33,ANDHRA PRADESH,VISAKHAPATANAM,CUTTACK,1063178,0,0,0,0,0,0,0,36.68247462,36682474.62
1890,33,KARNATAKA,BENGALURU URBAN,CUTTACK,9621551,940164.0131,59835.98694,11967.19739,47868.78955,34372.83656,979.2599966,0,1.247200166,1247200.166
1891,33,MAHARASHTRA,PUNE,CUTTACK,2935744,708502.5125,291497.4875,58299.4975,233197.99,188296.391,7084.064551,0,2.38440409,2384404.09
1892,33,TELANGANA,RANGA REDDY,CUTTACK,2446265,0,0,0,0,0,0,0,2.452718737,2452718.737
1893,33,WEST BENGAL,24 PARAGANAS NORTH,CUTTACK,10009781,984003.4462,15996.55377,3199.310754,12797.24302,11759.19833,368.1399223,0,1.498534284,1498534.284
1894,33,WEST BENGAL,MEDINIPUR EAST,CUTTACK,5095875,995635.882,4364.118037,872.8236073,3491.294429,2597.198715,35.51892462,0,5.102165968,5102165.968
1895,33,WEST BENGAL,MEDINIPUR WEST,CUTTACK,5913457,997796.382,2203.617951,440.7235903,1762.894361,1535.988171,24.01302656,0,13.19025403,13190254.03
1896,33,OTHER,OTHER,CUTTACK,732071000,991952.2546,8047.745369,1609.549074,6438.196295,5800.706489,115.2798021,0,0.019123828,19123.82815
1897,33,TAMIL NADU,CHENNAI,CUTTACK,4328063,816858.9505,183141.0495,36628.20989,146512.8396,161183.4209,3859.925329,0,0.231050241,231050.2412
1898,33,TELANGANA,OTHER,CUTTACK,26240025,976965.2277,23034.77226,4606.954452,18427.81781,16765.76147,177.2864165,0,0.07621944,76219.43958
1899,33,WEST BENGAL,OTHER,CUTTACK,59309688,1000000,0,0,0,0,0,0,0.961057155,961057.1548
1900,33,ANDHRA PRADESH,KRISHNA,CUTTACK,4517398,982293.7895,17706.21052,3541.242104,14164.96842,11500.20432,338.9119135,0,0.221366371,221366.3706
1901,33,WEST BENGAL,KOLKATA,CUTTACK,4631392,953989.4269,46010.57306,9202.114613,36808.45845,34462.2092,1537.118862,0,6.69345199,6693451.99
1902,33,TELANGANA,HYDERABAD,CUTTACK,3597816,0,0,0,0,0,0,0,0.833839196,833839.1958
1903,33,WEST BENGAL,MURSHIDABAD,CUTTACK,7103807,998332.8657,1667.134256,333.4268513,1333.707405,1038.034958,21.67851689,0,0.14076959,140769.5902
1904,33,TAMIL NADU,KANCHIPURAM,CUTTACK,155029,410439.3372,589560.6628,117912.1326,471648.5303,457778.8672,7417.966961,0,32.25203027,32252030.27
1905,33,ANDHRA PRADESH,OTHER,CUTTACK,34078373,967690.7404,32309.2596,6461.85192,25847.40768,21941.74587,266.2392362,0,0.205408867,205408.8674
1906,34,ANDHRA PRADESH,GUNTUR,CUTTACK,530577,0,0,0,0,0,0,0,5.654221725,5654221.725
1907,34,ANDHRA PRADESH,SRIKAKULAM,CUTTACK,2703114,0,0,0,0,0,0,0,4.439324424,4439324.424
1908,34,OTHER,OTHER,CUTTACK,732071000,0,0,0,0,0,0,0,0.021855804,21855.8036
1909,34,KARNATAKA,BENGALURU URBAN,CUTTACK,9621551,0,0,0,0,0,0,0,2.390466984,2390466.984
1910,34,WEST BENGAL,KOLKATA,CUTTACK,4631392,0,0,0,0,0,0,0,1.943260255,1943260.255
1911,34,WEST BENGAL,MEDINIPUR EAST,CUTTACK,5095875,0,0,0,0,0,0,0,5.690877425,5690877.425
1912,34,WEST BENGAL,MEDINIPUR WEST,CUTTACK,5913457,0,0,0,0,0,0,0,8.286185221,8286185.221
1913,34,WEST BENGAL,MURSHIDABAD,CUTTACK,7103807,0,0,0,0,0,0,0,2.533852623,2533852.623
1914,34,WEST BENGAL,OTHER,CUTTACK,59309688,0,0,0,0,0,0,0,0.320352385,320352.3849
1915,34,WEST BENGAL,HOWRAH,CUTTACK,4842000,0,0,0,0,0,0,0,2.065262288,2065262.288
1916,34,WEST BENGAL,24 PARAGANAS NORTH,CUTTACK,10009781,0,0,0,0,0,0,0,0.099902286,99902.28557
1917,34,ANDHRA PRADESH,VISAKHAPATANAM,CUTTACK,1063178,0,0,0,0,0,0,0,1.881152545,1881152.545
1918,34,MAHARASHTRA,PUNE,CUTTACK,2935744,0,0,0,0,0,0,0,1.362516623,1362516.623
1919,34,TELANGANA,RANGA REDDY,CUTTACK,2446265,0,0,0,0,0,0,0,1.226359368,1226359.368
1920,19,TAMIL NADU,ERODE,DEOGARH,147270,996672.7779,3327.222109,665.4444218,2661.777687,3279.690365,47.53174442,0,13.5804984,13580498.4
1921,19,WEST BENGAL,MEDINIPUR WEST,DEOGARH,5913457,999980.0455,19.95448686,3.990897372,15.96358949,3.551222238,0,0,0.169105821,169105.8208
1922,19,GUJARAT,SURAT,DEOGARH,2894504,998080.8456,1919.15437,383.830874,1535.323496,849.5410613,86.02510136,0,0.345482335,345482.3348
1923,19,OTHER,OTHER,DEOGARH,732071000,999801.6627,198.3373197,39.66746395,158.6698558,76.03634074,4.636162339,0.016391853,0.023221791,23221.80772
1924,19,KARNATAKA,BENGALURU URBAN,DEOGARH,9621551,999882.6593,117.3407489,23.46814978,93.87259913,57.9948077,4.469133927,0.103933347,0.103933347,103933.4511
1925,19,TAMIL NADU,KANCHIPURAM,DEOGARH,155029,996226.5125,3773.487541,754.6975082,3018.790033,541.8341085,45.15284237,109.6569029,12.90081211,12900921.76
1926,19,MAHARASHTRA,PUNE,DEOGARH,2935744,994762.1455,5237.854527,1047.570905,4190.283621,1565.531599,315.4225982,0,1.021887467,1021887.467
1927,19,WEST BENGAL,KOLKATA,DEOGARH,4631392,998790.6444,1209.355632,241.8711264,967.4845057,238.373258,155.6767382,0,0.215917806,215917.8061
1928,20,OTHER,OTHER,DEOGARH,732071000,999729.3978,270.6021684,54.12043367,216.4817347,124.7802467,6.157872665,0,0.020489816,20489.81588
1929,20,WEST BENGAL,24 PARAGANAS NORTH,DEOGARH,10009781,999781.1141,218.8859077,43.77718154,175.1087262,71.82974333,20.87957769,0,0.099902286,99902.28557
1930,20,WEST BENGAL,OTHER,DEOGARH,59309688,999962.1984,37.80158142,7.560316284,30.24126514,11.53268586,1.298270192,0,0.016860652,16860.65184
1931,20,TAMIL NADU,TIRUPPUR,DEOGARH,397521,997992.5589,2007.441116,401.4882233,1605.952893,2002.409936,0,20.12472297,2.515590371,2515610.496
1932,20,TELANGANA,MEDCHAL MALKAJGIRI,DEOGARH,2440073,0,0,0,0,0,0,0,0.409823804,409823.8045
1933,20,TAMIL NADU,COIMBATORE,DEOGARH,959823,998937.3041,1062.695935,212.5391869,850.1567477,1041.858759,7.293011316,7.293011316,57.30223177,57302239.06
1934,20,WEST BENGAL,MURSHIDABAD,DEOGARH,7103807,999994.51,5.490014016,1.098002803,4.392011213,0.563078361,0.985387131,0,0.14076959,140769.5902
1935,20,TAMIL NADU,THIRUVALLUR,DEOGARH,3728104,999064.1355,935.8644501,187.17289,748.6915601,196.3464539,5.90112293,54.18303781,8.851684395,8851738.578
1936,20,TELANGANA,HYDERABAD,DEOGARH,3597816,0,0,0,0,0,0,0,0.277946399,277946.3986
1937,20,MAHARASHTRA,PUNE,DEOGARH,2935744,992114.435,7885.564954,1577.112991,6308.451963,3139.919557,419.9957489,0.340629156,0.340629156,340629.4963
1938,20,GUJARAT,SURAT,DEOGARH,2894504,997593.3701,2406.629944,481.3259888,1925.303955,1469.681852,108.1359708,2.418376344,2.072894009,2072896.427
1939,20,KARNATAKA,BALLARI,DEOGARH,2452595,999951.8877,48.11230554,9.622461108,38.48984443,34.65716924,0,0,0.407731403,407731.4029
1940,20,WEST BENGAL,KOLKATA,DEOGARH,4631392,998250.6339,1749.366065,349.8732131,1399.492852,565.4887343,219.1565732,0,0.215917806,215917.8061
1941,20,TAMIL NADU,KANCHIPURAM,DEOGARH,155029,992640.0867,7359.913307,1471.982661,5887.930645,2715.620948,45.15284237,0,12.90081211,12900812.11
1942,21,KARNATAKA,BENGALURU URBAN,DEOGARH,9621551,999813.7514,186.2485581,37.24971161,148.9988464,91.77314551,6.443867522,2.078666943,0.311800041,311802.1201
1943,21,TAMIL NADU,CHENNAI,DEOGARH,4328063,985724.7919,14275.2081,2855.04162,11420.16648,5097.199371,108.8246636,0.924200965,0.924200965,924201.8889
1944,21,TAMIL NADU,THIRUVALLUR,DEOGARH,3728104,998801.8038,1198.196188,239.6392375,958.5569501,414.6880023,12.60694444,19.84923167,1.341164302,1341184.152
1945,21,ANDHRA PRADESH,OTHER,DEOGARH,34078373,999689.011,310.9890252,62.19780504,248.7912202,197.0164479,6.07423365,0,0.029344124,29344.12391
1946,21,KARNATAKA,BENGALURU RURAL,DEOGARH,990923,999942.4779,57.52212836,11.50442567,46.01770269,42.38472616,0,0,2.018320293,2018320.293
1947,21,WEST BENGAL,KOLKATA,DEOGARH,4631392,997688.8158,2311.184197,462.2368394,1848.947358,856.7618548,261.0446276,0,0.647753418,647753.4184
1948,21,OTHER,OTHER,DEOGARH,732071000,999624.2222,375.7777593,75.15555185,300.6222074,196.5656337,8.306571357,0,0.002731975,2731.97545
1949,21,TAMIL NADU,KANCHIPURAM,DEOGARH,155029,989389.082,10610.91796,2122.183591,8488.734366,6044.030472,45.15284237,0,25.80162421,25801624.21
1950,21,TAMIL NADU,TIRUPPUR,DEOGARH,397521,997992.5589,2007.441116,401.4882233,1605.952893,2007.441116,0,0,5.031180743,5031180.743
1951,21,TELANGANA,SANGAREDDY,DEOGARH,1527628,0,0,0,0,0,0,0,1.96382889,1963828.89
1952,21,TAMIL NADU,OTHER,DEOGARH,65979190,999580.0797,419.9202809,83.98405618,335.9362247,266.3718666,1.909693041,0,0.045468882,45468.88193
1953,21,WEST BENGAL,OTHER,DEOGARH,59309688,999943.1796,56.82039669,11.36407934,45.45631736,23.47002736,1.83781105,0,0.033721304,33721.30368
1954,22,OTHER,OTHER,DEOGARH,732071000,999477.4031,522.5968519,104.5193704,418.0774816,269.2894542,11.40463152,0.01229389,0.001365988,1366.000019
1955,22,TAMIL NADU,OTHER,DEOGARH,65979190,999456.3134,543.6865775,108.7373155,434.949262,342.1533365,2.803914386,0.287969586,0.060625176,60625.46388
1956,22,ANDHRA PRADESH,GUNTUR,DEOGARH,530577,993966.9454,6033.05458,1206.610916,4826.443664,4745.776768,105.5454722,0,1.884740575,1884740.575
1957,22,ANDHRA PRADESH,OTHER,DEOGARH,34078373,999601.6829,398.317138,79.66342759,318.6537104,260.9866381,6.45570726,0,0.088032372,88032.37173
1958,22,TAMIL NADU,KANCHIPURAM,DEOGARH,155029,984325.5133,15674.48671,3134.897342,12539.58937,9153.126189,51.60324842,0,12.90081211,12900812.11
1959,22,TAMIL NADU,ERODE,DEOGARH,147270,996604.8754,3395.124601,679.0249202,2716.099681,3286.480614,47.53174442,319.1417125,13.5804984,13580817.55
1960,23,OTHER,OTHER,DEOGARH,732071000,999260.6701,739.3299284,147.8659857,591.4639427,371.916112,16.22793418,0.080593276,0.004097963,4098.043769
1961,23,WEST BENGAL,MEDINIPUR EAST,DEOGARH,5095875,999828.2925,171.7075085,34.3415017,137.3660068,74.37388083,1.766134373,0,0.196237153,196237.1526
1962,23,TAMIL NADU,TIRUPPUR,DEOGARH,397521,997992.5589,2007.441116,401.4882233,1605.952893,2007.441116,0,10.06236149,2.515590371,2515600.434
1963,23,TAMIL NADU,CHENNAI,DEOGARH,4328063,969600.2577,30399.74233,6079.948467,24319.79387,15472.04835,278.1844904,0.924200965,0.231050241,231051.1654
1964,23,TAMIL NADU,THIRUVALLUR,DEOGARH,3728104,997854.4053,2145.594651,429.1189302,1716.475721,1206.779639,20.11746453,27.62798463,0.26823286,268260.4884
1965,24,TAMIL NADU,CHENNAI,DEOGARH,4328063,955536.2295,44463.77051,8892.754103,35571.01641,22397.08618,450.0858698,0,0.462100482,462100.4824
1966,24,TELANGANA,RANGA REDDY,DEOGARH,2446265,0,0,0,0,0,0,0,1.635145824,1635145.824
1967,24,WEST BENGAL,MEDINIPUR WEST,DEOGARH,5913457,999725.0339,274.9660647,54.99321294,219.9728518,71.02444475,1.352846567,0,0.507317463,507317.4625
1968,24,WEST BENGAL,MURSHIDABAD,DEOGARH,7103807,999850.5027,149.4973048,29.89946095,119.5978438,102.1987225,2.674622213,0,0.985387131,985387.1312
1969,24,ANDHRA PRADESH,EAST GODAVARI,DEOGARH,5154296,999585.5884,414.4115899,82.88231797,331.5292719,214.3842728,4.656309998,0,0.58203875,582038.7498
1970,24,OTHER,OTHER,DEOGARH,732071000,998987.7198,1012.28023,202.4560459,809.8241837,516.1931015,23.2477451,0.016391853,0.001365988,1366.004117
1971,24,TAMIL NADU,OTHER,DEOGARH,65979190,999076.4512,923.5487735,184.7097547,738.8390188,581.8501258,5.304702892,0,0.136406646,136406.6458
1972,24,MAHARASHTRA,MUMBAI,DEOGARH,12691836,970182.0131,29817.98693,5963.597387,23854.38955,13470.31273,1072.500464,0,0.078790807,78790.80694
1973,24,TAMIL NADU,COIMBATORE,DEOGARH,959823,998764.3555,1235.644489,247.1288977,988.5155909,1078.323816,6.251152556,1.041858759,2.083717519,2083718.561
1974,25,TAMIL NADU,CHENNAI,DEOGARH,4328063,940099.0697,59900.93028,11980.18606,47920.74422,32470.64564,793.4265282,0,0.231050241,231050.2412
1975,25,TAMIL NADU,OTHER,DEOGARH,65979190,998732.1154,1267.884616,253.5769233,1014.307693,740.2182415,9.063463798,0,0.015156294,15156.29398
1976,25,TAMIL NADU,KANCHIPURAM,DEOGARH,155029,957311.2127,42688.78726,8537.757452,34151.02981,22370.00819,419.2763934,0,6.450406053,6450406.053
1977,25,WEST BENGAL,MEDINIPUR WEST,DEOGARH,5913457,999622.2176,377.7824038,75.55648075,302.225923,240.1302656,2.705693133,0,0.169105821,169105.8208
1978,25,OTHER,OTHER,DEOGARH,732071000,998654.2207,1345.779303,269.1558606,1076.623442,765.0583072,35.0211933,0.001365988,0.001365988,1365.989091
1979,26,WEST BENGAL,MEDINIPUR EAST,DEOGARH,5095875,999598.8913,401.1087399,80.22174798,320.8869919,274.3395393,5.29840312,0,0.392474305,392474.3052
1980,26,TELANGANA,HYDERABAD,DEOGARH,3597816,0,0,0,0,0,0,0,0.833839196,833839.1958
1981,27,ANDHRA PRADESH,KRISHNA,DEOGARH,4517398,997565.4127,2434.587344,486.9174689,1947.669875,977.3325264,102.0498969,0,0.442732741,442732.7413
1982,27,ANDHRA PRADESH,OTHER,DEOGARH,34078373,997839.4215,2160.578499,432.1156999,1728.4628,1063.577771,20.36482199,0,0.088032372,88032.37173
1983,27,TELANGANA,RANGA REDDY,DEOGARH,2446265,0,0,0,0,0,0,0,1.635145824,1635145.824
1984,28,OTHER,OTHER,DEOGARH,732071000,997295.9576,2704.042367,540.8084735,2163.233894,1937.100363,59.59121451,0,0.006829939,6829.938626
1985,28,ANDHRA PRADESH,EAST GODAVARI,DEOGARH,5154296,997091.3584,2908.641646,581.7283291,2326.913317,849.5825618,10.86472333,0,0.388025833,388025.8332
1986,28,TELANGANA,HYDERABAD,DEOGARH,3597816,0,0,0,0,0,0,0,0.277946399,277946.3986
1987,28,WEST BENGAL,OTHER,DEOGARH,59309688,999026.9381,973.0619389,194.6123878,778.4495511,686.4814396,12.94898061,0,0.337213037,337213.0368
1988,28,TAMIL NADU,KANCHIPURAM,DEOGARH,155029,861342.0715,138657.9285,27731.5857,110926.3428,54422.07587,1851.266537,0,58.05365448,58053654.48
1989,28,TAMIL NADU,CHENNAI,DEOGARH,4328063,880791.9386,119208.0614,23841.61229,95366.44915,84381.62753,1886.756269,0,0.231050241,231050.2412
1990,28,KARNATAKA,BENGALURU URBAN,DEOGARH,9621551,989721.9274,10278.07263,2055.614526,8222.458105,2051.956072,142.7004856,0,0.415733389,415733.3885
1991,29,OTHER,OTHER,DEOGARH,732071000,996632.2693,3367.730726,673.5461451,2694.18458,2404.657472,68.05487446,0,0.004097963,4097.963176
1992,29,WEST BENGAL,KOLKATA,DEOGARH,4631392,982492.9524,17507.04756,3501.409511,14005.63805,9798.997796,814.6578826,0,0.647753418,647753.4184
1993,29,WEST BENGAL,MEDINIPUR WEST,DEOGARH,5913457,999273.1832,726.816818,145.3633636,581.4534544,488.3776106,11.49919582,0,0.338211642,338211.6417
1994,29,TAMIL NADU,OTHER,DEOGARH,65979190,993687.5551,6312.444878,1262.488976,5049.955903,3484.356204,71.59833275,0,0.015156294,15156.29398
